Data Format: 
172,1/27/14 18:45:00,29.692,2.4,-0.204,0.006,1.,9.2,18.6,293.,25.95,35.1,2.14,32.49,0.00,4.44
173,1/27/14 19:00:00,29.698,2.4,-0.204,0.006,1.,9.2,20.8,293.,25.68,35.6,2.21,32.49,0.00,4.46
174,1/27/14 19:15:00,29.710,1.8,-0.204,0.006,1.,6.7,19.5,295.,25.36,36.7,2.57,32.49,0.00,4.43
175,1/27/14 19:30:00,29.719,1.8,-0.204,0.006,1.,7.2,15.9,284.,25.14,37.6,2.89,32.45,0.00,4.44
176,1/27/14 19:45:00,29.731,1.8,-0.204,0.006,1.,7.8,17.0,284.,24.98,37.9,2.93,32.45,0.00,4.44
177,1/27/14 20:00:00,29.734,1.8,-0.204,0.006,1.,7.2,15.0,296.,24.71,38.1,2.80,32.45,0.00,4.42
178,1/27/14 20:15:00,29.737,1.8,-0.204,0.006,1.,7.4,17.4,284.,24.55,38.5,2.88,32.40,0.00,4.44
179,1/27/14 20:30:00,29.749,1.8,-0.204,0.006,1.,8.7,19.5,286.,24.17,39.1,2.86,32.40,0.00,4.42
180,1/27/14 20:45:00,29.760,1.8,-0.204,0.006,1.,9.2,19.0,289.,23.95,39.4,2.84,32.34,0.00,4.42
181,1/27/14 21:00:00,29.769,1.8,-0.204,0.006,1.,8.3,18.6,291.,23.47,40.2,2.82,32.34,0.00,4.40
182,1/27/14 21:15:00,29.775,1.8,-0.204,0.006,1.,7.4,22.8,295.,23.25,40.9,3.00,32.29,0.00,4.42
183,1/27/14 21:30:00,29.781,1.8,-0.204,0.006,1.,7.4,13.6,298.,22.96,41.0,2.80,32.23,0.00,4.42
184,1/27/14 21:45:00,29.793,1.8,-0.204,0.006,1.,9.2,15.4,288.,22.48,41.6,2.66,32.23,0.00,4.38
185,1/27/14 22:00:00,29.808,1.8,-0.204,0.006,1.,8.7,22.4,285.,21.97,42.9,2.88,32.20,0.00,4.39
186,1/27/14 22:15:00,29.816,1.8,-0.204,0.006,1.,7.4,13.2,295.,21.63,44.0,3.11,32.14,0.00,4.40
187,1/27/14 22:30:00,29.822,1.2,-0.204,0.006,1.,6.7,14.1,284.,21.13,44.9,3.07,32.14,0.00,4.40
188,1/27/14 22:45:00,29.831,1.8,-0.204,0.006,1.,7.4,13.6,279.,20.61,46.0,3.11,32.14,0.00,4.35
189,1/27/14 23:00:00,29.840,1.2,-0.204,0.006,1.,6.7,15.0,284.,20.26,47.3,3.40,32.14,0.00,4.39
190,1/27/14 23:15:00,29.843,1.8,-0.204,0.006,1.,6.3,10.7,293.,20.10,48.0,3.58,32.14,0.00,4.39
191,1/27/14 23:30:00,29.843,1.8,-0.204,0.006,1.,6.3,12.1,271.,19.71,48.4,3.38,32.09,0.00,4.39
192,1/27/14 23:45:00,29.849,1.8,-0.204,0.006,1.,6.3,16.1,275.,19.35,49.2,3.40,32.04,0.00,4.35
193,1/28/14 00:00:00,29.861,1.8,-0.204,0.006,1.,5.8,11.2,275.,19.29,48.8,3.18,32.04,0.00,4.39
194,1/28/14 00:15:00,29.864,1.8,-0.204,0.006,1.,7.2,13.6,275.,19.24,47.7,2.64,32.00,0.00,4.39
195,1/28/14 00:30:00,29.864,1.8,-0.204,0.006,1.,8.3,15.0,271.,18.95,46.7,1.92,31.95,0.00,4.39
196,1/28/14 00:45:00,29.870,1.2,-0.204,0.006,1.,4.9,12.1,284.,18.77,46.3,1.56,31.95,0.00,4.35
197,1/28/14 01:00:00,29.873,1.2,-0.204,0.006,1.,7.8,17.0,281.,18.72,45.4,1.09,31.89,0.00,4.38
198,1/28/14 01:15:00,29.876,1.8,-0.204,0.006,1.,7.4,14.1,292.,18.48,43.9,0.18,31.69,0.00,4.39
199,1/28/14 01:30:00,29.881,1.2,-0.204,0.006,1.,7.8,17.0,281.,18.07,43.0,-0.65,31.64,0.00,4.39
200,1/28/14 01:45:00,29.893,1.2,-0.204,0.006,1.,8.7,16.6,274.,17.65,42.2,-1.43,31.53,0.00,4.35
201,1/28/14 02:00:00,29.902,1.2,-0.204,0.006,1.,7.8,14.5,279.,17.37,42.1,-1.73,31.33,0.00,4.37
202,1/28/14 02:15:00,29.914,1.2,-0.204,0.006,1.,7.2,14.1,281.,16.88,42.5,-1.98,31.28,0.00,4.38
203,1/28/14 02:30:00,29.917,1.2,-0.204,0.006,1.,9.6,17.9,288.,16.52,41.9,-2.60,31.14,0.00,4.38
204,1/28/14 02:45:00,29.926,0.6,-0.204,0.006,1.,8.7,20.4,279.,16.16,41.6,-3.08,30.99,0.00,4.35
205,1/28/14 03:00:00,29.938,1.2,-0.204,0.006,1.,8.3,17.4,281.,15.80,41.1,-3.66,30.83,0.00,4.36
206,1/28/14 03:15:00,29.946,0.6,-0.204,0.006,1.,10.1,22.8,285.,15.37,40.4,-4.41,30.63,0.00,4.37
207,1/28/14 03:30:00,29.955,1.2,-0.204,0.006,1.,9.2,18.6,288.,14.95,41.0,-4.49,30.47,0.00,4.38
208,1/28/14 03:45:00,29.964,0.6,-0.204,0.006,1.,7.8,15.0,289.,14.52,42.0,-4.38,30.33,0.00,4.34
209,1/28/14 04:00:00,29.982,0.6,-0.204,0.006,1.,6.3,11.2,284.,14.09,43.4,-4.09,30.33,0.00,4.36
210,1/28/14 04:15:00,29.988,0.6,-0.204,0.006,1.,5.8,12.5,284.,13.77,44.1,-4.05,30.22,0.00,4.36
211,1/28/14 04:30:00,29.997,0.6,-0.204,0.006,1.,7.2,13.6,279.,13.51,44.3,-4.20,30.13,0.00,4.37
212,1/28/14 04:45:00,30.005,0.0,-0.204,0.006,1.,6.7,16.1,277.,13.14,45.4,-4.04,30.07,0.00,4.34
213,1/28/14 05:00:00,30.011,0.6,-0.204,0.006,1.,8.3,15.9,284.,13.01,45.7,-4.00,29.88,0.00,4.36
214,1/28/14 05:15:00,30.023,0.6,-0.204,0.006,1.,8.7,16.1,282.,12.76,45.0,-4.56,29.71,0.00,4.36
215,1/28/14 05:30:00,30.032,0.0,-0.204,0.006,1.,7.2,14.5,293.,12.33,43.6,-5.60,29.52,0.00,4.36
216,1/28/14 05:45:00,30.047,0.0,-0.204,0.006,1.,5.8,11.2,284.,12.20,42.4,-6.30,29.55,0.00,4.34
217,1/28/14 06:00:00,30.050,0.0,-0.204,0.006,1.,7.2,16.1,275.,12.00,42.5,-6.43,29.55,0.00,4.35
218,1/28/14 06:15:00,30.056,0.0,-0.204,0.006,1.,7.4,16.1,281.,11.75,41.7,-7.04,29.35,0.00,4.36
219,1/28/14 06:30:00,30.070,0.0,-0.204,0.006,1.,8.7,18.3,281.,11.55,40.7,-7.73,29.19,0.00,4.36
220,1/28/14 06:45:00,30.079,0.0,-0.204,0.006,1.,6.3,13.2,281.,11.35,40.4,-8.05,29.10,0.00,4.35
221,1/28/14 07:00:00,30.085,0.0,-0.204,0.006,6.,7.4,14.1,277.,11.43,39.4,-8.50,29.05,0.00,4.35
222,1/28/14 07:15:00,30.097,0.0,-0.204,0.006,34.,6.7,13.0,282.,11.43,38.4,-9.02,28.99,0.00,4.36
223,1/28/14 07:30:00,30.103,0.0,-0.204,0.006,96.,9.2,17.9,282.,11.61,37.3,-9.45,28.89,0.00,4.54
224,1/28/14 07:45:00,30.106,0.6,-0.204,0.006,144.,8.7,17.4,285.,12.00,35.9,-9.87,28.69,0.00,4.54
225,1/28/14 08:00:00,30.103,0.6,-0.204,0.006,226.,9.2,18.3,285.,12.38,34.4,-10.39,28.63,0.00,4.55
226,1/28/14 08:15:00,30.112,0.6,-0.204,0.006,263.,8.7,20.8,289.,12.70,33.7,-10.52,28.58,0.00,4.56
227,1/28/14 08:30:00,30.121,0.6,-0.204,0.006,322.,10.3,18.6,298.,12.96,32.8,-10.82,28.36,0.00,4.56
228,1/28/14 08:45:00,30.124,0.6,-0.204,0.006,374.,10.1,22.4,296.,13.51,32.2,-10.70,28.33,0.00,4.56
229,1/28/14 09:00:00,30.129,1.2,-0.204,0.006,389.,9.2,17.4,296.,13.71,32.0,-10.66,28.36,0.00,4.56
230,1/28/14 09:15:00,30.141,0.6,-0.204,0.006,331.,8.3,13.6,291.,14.22,32.1,-10.14,28.53,0.00,4.57
231,1/28/14 09:30:00,30.147,0.6,-0.204,0.006,377.,7.8,18.3,313.,13.71,31.7,-10.84,28.33,0.00,4.57
232,1/28/14 09:45:00,30.153,0.6,-0.204,0.006,336.,8.3,15.9,296.,13.71,31.5,-10.97,28.42,0.00,4.56
233,1/28/14 10:00:00,30.147,0.6,-0.204,0.006,437.,7.8,15.4,295.,15.31,31.2,-9.74,28.53,0.00,4.57
234,1/28/14 10:15:00,30.141,0.6,-0.204,0.006,461.,7.2,12.5,289.,15.67,30.8,-9.69,28.69,0.00,4.57
235,1/28/14 10:30:00,30.141,1.8,-0.204,0.006,481.,7.4,17.9,291.,16.59,29.6,-9.69,28.83,0.00,4.57
236,1/28/14 10:45:00,30.138,0.6,-0.204,0.006,491.,7.4,15.4,305.,15.44,28.9,-11.18,28.80,0.00,4.56
237,1/28/14 11:00:00,30.141,1.2,-0.204,0.006,538.,7.4,15.0,300.,16.16,29.1,-10.41,28.83,0.00,4.57
238,1/28/14 11:15:00,30.138,1.2,-0.204,0.006,353.,8.3,17.0,286.,16.52,28.9,-10.23,28.99,0.00,4.57
239,1/28/14 11:30:00,30.135,1.2,-0.204,0.006,431.,9.6,17.9,289.,16.34,28.4,-10.73,29.16,0.00,4.57
240,1/28/14 11:45:00,30.132,0.6,-0.204,0.006,378.,9.2,19.5,296.,15.93,29.0,-10.68,28.99,0.00,4.56
241,1/28/14 12:00:00,30.124,0.6,-0.204,0.006,438.,8.7,19.0,302.,15.57,29.4,-10.71,28.83,0.00,4.57
242,1/28/14 12:15:00,30.121,1.2,-0.204,0.006,422.,7.4,19.5,312.,16.23,29.8,-9.87,28.83,0.00,4.57
243,1/28/14 12:30:00,30.118,1.2,-0.204,0.006,514.,7.8,14.5,299.,16.59,29.8,-9.54,28.89,0.00,4.57
244,1/28/14 12:45:00,30.097,1.2,-0.204,0.006,496.,6.3,14.5,323.,17.29,29.6,-9.06,28.99,0.00,4.56
245,1/28/14 13:00:00,30.097,1.2,-0.204,0.006,427.,7.2,12.5,300.,17.24,29.7,-9.04,29.05,0.00,4.57
246,1/28/14 13:15:00,30.097,0.6,-0.204,0.006,296.,6.7,14.1,286.,17.29,29.7,-9.00,29.35,0.00,4.57
247,1/28/14 13:30:00,30.103,1.2,-0.204,0.006,327.,5.8,12.5,309.,17.65,29.9,-8.54,29.35,0.00,4.57
248,1/28/14 13:45:00,30.103,0.6,-0.204,0.006,236.,6.7,16.6,274.,17.24,30.4,-8.57,29.46,0.00,4.56
249,1/28/14 14:00:00,30.109,0.6,-0.204,0.006,257.,6.3,12.5,291.,17.42,30.3,-8.48,29.46,0.00,4.57
250,1/28/14 14:15:00,30.109,0.6,-0.204,0.006,222.,5.4,12.1,293.,17.06,30.4,-8.73,29.46,0.00,4.57
251,1/28/14 14:30:00,30.112,0.6,-0.204,0.006,211.,4.5,8.7,306.,17.42,30.5,-8.34,29.52,0.00,4.57
252,1/28/14 14:45:00,30.115,0.0,-0.204,0.006,187.,5.8,12.1,279.,17.24,30.9,-8.25,29.55,0.00,4.56
253,1/28/14 15:00:00,30.118,0.6,-0.204,0.006,146.,6.3,11.2,246.,17.24,31.2,-8.05,29.55,0.00,4.57
254,1/28/14 15:15:00,30.124,0.0,-0.204,0.006,109.,4.9,9.2,253.,17.13,31.4,-8.01,29.46,0.00,4.57
255,1/28/14 15:30:00,30.129,0.6,-0.204,0.006,82.,4.5,9.6,261.,17.73,31.6,-7.35,29.46,0.00,4.57
256,1/28/14 15:45:00,30.132,0.0,-0.204,0.006,51.,4.3,8.3,261.,17.55,32.0,-7.26,29.52,0.00,4.56
257,1/28/14 16:00:00,30.141,0.0,-0.204,0.006,38.,4.5,8.3,244.,17.42,32.4,-7.11,29.41,0.00,4.56
258,1/28/14 16:15:00,30.144,0.6,-0.204,0.006,23.,5.8,11.2,220.,17.19,32.7,-7.13,29.25,0.00,4.54
259,1/28/14 16:30:00,30.147,0.0,-0.204,0.006,12.,4.9,9.2,220.,17.24,33.7,-6.47,29.10,0.00,4.54
260,1/28/14 16:45:00,30.156,0.0,-0.204,0.006,2.,3.8,7.8,229.,17.19,34.0,-6.34,29.05,0.00,4.48
261,1/28/14 17:00:00,30.153,0.0,-0.204,0.006,1.,5.8,11.6,225.,16.95,35.1,-5.89,28.89,0.00,4.48
262,1/28/14 17:15:00,30.156,0.0,-0.204,0.006,1.,5.8,12.1,218.,16.77,35.6,-5.76,28.80,0.00,4.48
263,1/28/14 17:30:00,30.162,0.0,-0.204,0.006,1.,5.8,12.1,220.,16.70,35.8,-5.71,28.69,0.00,4.48
264,1/28/14 17:45:00,30.168,0.0,-0.204,0.006,1.,4.5,9.6,226.,16.70,36.5,-5.31,28.63,0.00,4.44
265,1/28/14 18:00:00,30.171,0.0,-0.204,0.006,1.,4.3,8.3,234.,16.77,36.9,-5.03,28.69,0.00,4.44
266,1/28/14 18:15:00,30.174,0.0,-0.204,0.006,1.,4.9,9.2,232.,16.77,36.6,-5.19,28.69,0.00,4.44
267,1/28/14 18:30:00,30.168,0.6,-0.204,0.006,1.,4.3,7.8,241.,16.88,36.7,-5.03,28.74,0.00,4.44
268,1/28/14 18:45:00,30.165,0.0,-0.204,0.006,1.,3.4,8.7,243.,16.88,37.5,-4.59,28.80,0.00,4.40
269,1/28/14 19:00:00,30.168,0.0,-0.204,0.006,1.,4.3,8.7,241.,16.70,37.4,-4.81,28.83,0.00,4.42
270,1/28/14 19:15:00,30.165,0.0,-0.204,0.006,1.,4.5,8.7,237.,16.65,37.7,-4.68,28.83,0.00,4.42
271,1/28/14 19:30:00,30.162,0.0,-0.204,0.006,1.,3.8,6.7,239.,16.65,37.9,-4.58,28.80,0.00,4.42
272,1/28/14 19:45:00,30.159,0.6,-0.204,0.006,1.,3.8,7.8,234.,16.47,38.4,-4.47,28.80,0.00,4.39
273,1/28/14 20:00:00,30.156,0.0,-0.204,0.006,1.,4.3,7.8,237.,16.65,38.3,-4.36,28.74,0.00,4.39
274,1/28/14 20:15:00,30.150,0.6,-0.204,0.006,1.,3.8,9.2,247.,16.59,38.5,-4.31,28.80,0.00,4.40
275,1/28/14 20:30:00,30.150,0.0,-0.204,0.006,1.,3.8,6.3,244.,16.52,39.2,-4.00,28.83,0.00,4.40
276,1/28/14 20:45:00,30.150,0.0,-0.204,0.006,1.,4.5,8.3,250.,16.47,38.8,-4.25,28.83,0.00,4.38
277,1/28/14 21:00:00,30.153,0.0,-0.204,0.006,1.,4.5,9.2,236.,16.41,39.4,-3.98,28.83,0.00,4.39
278,1/28/14 21:15:00,30.150,0.6,-0.204,0.006,1.,3.8,8.3,253.,16.41,39.6,-3.87,28.80,0.00,4.39
279,1/28/14 21:30:00,30.138,0.0,-0.204,0.006,1.,3.4,6.3,237.,16.34,40.0,-3.73,28.83,0.00,4.39
280,1/28/14 21:45:00,30.132,0.0,-0.204,0.006,1.,2.9,6.3,258.,16.34,40.0,-3.73,28.89,0.00,4.37
281,1/28/14 22:00:00,30.129,0.0,-0.204,0.006,1.,2.9,5.8,241.,16.29,40.5,-3.53,28.94,0.00,4.38
282,1/28/14 22:15:00,30.129,0.0,-0.204,0.006,1.,3.4,6.3,234.,16.23,41.3,-3.17,28.89,0.00,4.39
283,1/28/14 22:30:00,30.121,0.0,-0.204,0.006,1.,2.9,5.8,246.,16.23,41.4,-3.12,28.89,0.00,4.39
284,1/28/14 22:45:00,30.112,0.6,-0.204,0.006,1.,3.4,7.2,256.,16.23,41.0,-3.32,28.94,0.00,4.36
285,1/28/14 23:00:00,30.106,0.0,-0.204,0.006,1.,3.4,5.8,244.,16.16,41.2,-3.28,28.83,0.00,4.37
286,1/28/14 23:15:00,30.097,0.6,-0.204,0.006,1.,2.5,5.4,226.,16.11,42.1,-2.88,28.89,0.00,4.38
287,1/28/14 23:30:00,30.082,0.0,-0.204,0.006,1.,2.5,4.5,257.,16.05,42.4,-2.78,28.99,0.00,4.38
288,1/28/14 23:45:00,30.091,0.0,-0.204,0.006,1.,2.5,4.9,258.,16.05,43.0,-2.49,29.05,0.00,4.34
289,1/29/14 00:00:00,30.091,0.0,-0.204,0.006,1.,2.5,5.8,264.,16.16,43.4,-2.20,29.10,0.00,4.36
290,1/29/14 00:15:00,30.088,0.6,-0.204,0.006,1.,2.0,3.8,264.,16.11,44.1,-1.91,29.19,0.00,4.36
291,1/29/14 00:30:00,30.076,0.6,-0.204,0.006,1.,2.0,4.9,282.,16.05,44.3,-1.86,29.30,0.00,4.36
292,1/29/14 00:45:00,30.067,0.0,-0.204,0.006,1.,2.0,4.5,270.,16.16,44.8,-1.53,29.35,0.00,4.34
293,1/29/14 01:00:00,30.070,0.0,-0.204,0.006,1.,1.6,4.3,292.,16.11,44.6,-1.68,29.41,0.00,4.35
294,1/29/14 01:15:00,30.070,0.6,-0.204,0.006,1.,2.5,5.4,248.,16.05,44.7,-1.68,29.35,0.00,4.36
295,1/29/14 01:30:00,30.067,0.6,-0.204,0.006,1.,0.9,2.9,243.,16.11,45.1,-1.44,29.41,0.00,4.36
296,1/29/14 01:45:00,30.070,0.6,-0.204,0.006,1.,1.3,3.8,247.,16.11,46.0,-1.03,29.41,0.00,4.34
297,1/29/14 02:00:00,30.064,0.6,-0.204,0.006,1.,0.9,2.9,253.,16.16,46.0,-0.98,29.46,0.00,4.35
298,1/29/14 02:15:00,30.067,0.6,-0.204,0.006,1.,2.5,4.3,218.,16.16,46.9,-0.56,29.35,0.00,4.36
299,1/29/14 02:30:00,30.059,0.6,-0.204,0.006,1.,1.6,4.3,209.,16.05,45.8,-1.16,29.25,0.00,4.36
300,1/29/14 02:45:00,30.050,0.6,-0.204,0.006,1.,1.3,2.9,209.,15.98,46.1,-1.08,29.30,0.00,4.34
301,1/29/14 03:00:00,30.050,0.6,-0.204,0.006,1.,1.6,2.5,213.,16.05,46.4,-0.89,29.35,0.00,4.35
302,1/29/14 03:15:00,30.044,0.0,-0.204,0.006,1.,1.6,3.4,213.,16.05,47.0,-0.62,29.41,0.00,4.36
303,1/29/14 03:30:00,30.044,0.6,-0.204,0.006,1.,1.6,4.3,237.,16.05,47.1,-0.58,29.46,0.00,4.36
304,1/29/14 03:45:00,30.038,0.6,-0.204,0.006,1.,1.6,4.3,305.,15.93,47.9,-0.33,29.46,0.00,4.34
305,1/29/14 04:00:00,30.038,1.2,-0.204,0.006,1.,2.5,4.9,257.,15.26,52.0,0.79,29.41,0.00,4.35
306,1/29/14 04:15:00,30.029,1.2,-0.204,0.006,1.,1.6,4.3,296.,15.01,56.6,2.37,29.46,0.00,4.36
307,1/29/14 04:30:00,30.029,1.8,-0.204,0.006,1.,2.0,4.3,288.,14.65,60.4,3.43,29.46,0.00,4.36
308,1/29/14 04:45:00,30.023,2.9,-0.204,0.006,1.,1.3,3.4,270.,14.40,63.3,4.21,29.46,0.00,4.34
309,1/29/14 05:00:00,30.011,7.1,-0.204,0.006,1.,1.3,2.9,267.,13.96,66.2,4.77,29.52,0.00,4.35
310,1/29/14 05:15:00,30.005,12.9,-0.204,0.006,1.,1.3,3.4,253.,13.96,69.4,5.79,29.52,0.00,4.35
311,1/29/14 05:30:00,29.997,15.9,-0.204,0.006,1.,1.3,3.8,254.,13.77,71.9,6.37,29.66,0.00,4.36
312,1/29/14 05:45:00,29.991,18.8,-0.204,0.006,1.,2.0,5.4,286.,13.59,73.7,6.75,29.71,0.00,4.34
313,1/29/14 06:00:00,29.982,18.2,-0.204,0.006,1.,2.5,4.9,307.,13.46,74.2,6.76,29.71,0.00,4.34
314,1/29/14 06:15:00,29.988,18.2,-0.204,0.006,1.,2.0,4.9,327.,13.51,74.5,6.91,29.71,0.00,4.35
315,1/29/14 06:30:00,29.985,17.6,-0.204,0.006,1.,1.6,3.4,336.,13.71,74.8,7.20,29.71,0.00,4.35
316,1/29/14 06:45:00,29.988,15.9,-0.204,0.006,1.,2.5,4.3,282.,13.71,74.4,7.07,29.66,0.00,4.33
317,1/29/14 07:00:00,29.988,14.7,-0.204,0.006,1.,2.0,4.5,347.,14.02,73.6,7.12,29.61,0.00,4.34
318,1/29/14 07:15:00,29.997,11.8,-0.204,0.006,7.,2.5,5.8,321.,13.96,72.0,6.60,29.61,0.00,4.35
319,1/29/14 07:30:00,29.994,10.0,-0.204,0.006,14.,2.9,6.3,306.,13.89,70.8,6.15,29.52,0.00,4.35
320,1/29/14 07:45:00,29.994,12.4,-0.204,0.006,24.,2.0,4.9,327.,14.09,71.5,6.57,29.52,0.00,4.34
321,1/29/14 08:00:00,29.985,13.5,-0.204,0.006,34.,1.6,3.8,275.,14.22,72.8,7.09,29.52,0.00,4.34
322,1/29/14 08:15:00,29.985,10.0,-0.204,0.006,64.,2.9,5.8,307.,14.27,73.2,7.25,29.61,0.00,4.37
323,1/29/14 08:30:00,29.982,7.6,-0.204,0.006,86.,2.0,4.3,306.,14.58,72.8,7.43,29.55,0.00,4.42
324,1/29/14 08:45:00,29.982,9.4,-0.204,0.006,107.,2.9,6.7,247.,14.83,72.5,7.57,29.46,0.00,4.43
325,1/29/14 09:00:00,29.979,6.5,-0.204,0.006,109.,3.4,6.3,267.,15.37,72.7,8.17,29.46,0.00,4.50
326,1/29/14 09:15:00,29.976,5.3,-0.204,0.006,102.,3.4,7.2,284.,15.57,70.4,7.65,29.46,0.00,4.54
327,1/29/14 09:30:00,29.976,4.7,-0.204,0.006,93.,4.3,8.3,288.,15.62,67.2,6.67,29.46,0.00,4.56
328,1/29/14 09:45:00,29.979,2.9,-0.204,0.006,133.,4.3,8.3,265.,16.11,65.2,6.48,29.41,0.00,4.51
329,1/29/14 10:00:00,29.970,2.9,-0.204,0.006,226.,3.8,7.8,286.,16.59,61.3,5.59,29.41,0.00,4.56
330,1/29/14 10:15:00,29.949,2.9,-0.204,0.006,446.,3.8,7.8,300.,19.29,57.6,6.78,29.41,0.00,4.56
331,1/29/14 10:30:00,29.940,2.9,-0.204,0.006,458.,5.4,11.6,298.,18.54,52.0,3.85,29.41,0.00,4.56
332,1/29/14 10:45:00,29.932,2.9,-0.204,0.006,478.,4.9,12.1,277.,19.06,50.2,3.58,29.52,0.00,4.56
333,1/29/14 11:00:00,29.923,2.4,-0.204,0.006,489.,6.7,11.2,284.,20.05,48.6,3.79,29.55,0.00,4.56
334,1/29/14 11:15:00,29.914,2.4,-0.204,0.006,499.,6.3,13.2,299.,19.99,47.1,3.06,29.52,0.00,4.59
335,1/29/14 11:30:00,29.902,2.4,-0.204,0.006,504.,6.3,11.2,307.,20.39,43.6,1.78,29.55,0.00,4.56
336,1/29/14 11:45:00,29.884,2.4,-0.204,0.006,509.,4.5,9.2,267.,21.69,42.3,2.30,29.77,0.00,4.56
337,1/29/14 12:00:00,29.873,1.8,-0.204,0.006,508.,6.3,12.5,246.,21.52,39.7,0.81,30.02,0.00,4.56
338,1/29/14 12:15:00,29.867,1.8,-0.204,0.006,504.,7.2,13.6,272.,22.53,37.1,0.27,30.13,0.00,4.57
339,1/29/14 12:30:00,29.855,1.8,-0.204,0.006,498.,7.8,15.0,248.,22.59,34.4,-1.28,30.27,0.00,4.56
340,1/29/14 12:45:00,29.849,1.8,-0.204,0.006,489.,7.4,16.6,256.,22.75,31.8,-2.79,30.43,0.00,4.56
341,1/29/14 13:00:00,29.843,1.8,-0.204,0.006,473.,8.3,17.4,253.,23.36,30.8,-2.92,30.38,0.00,4.56
342,1/29/14 13:15:00,29.834,1.8,-0.204,0.006,458.,7.2,15.9,243.,24.60,30.8,-1.82,30.47,0.00,4.56
343,1/29/14 13:30:00,29.837,1.8,-0.204,0.006,438.,7.8,16.1,258.,24.71,30.0,-2.27,30.47,0.00,4.56
344,1/29/14 13:45:00,29.828,1.8,-0.204,0.006,417.,8.3,15.9,263.,24.98,28.7,-2.97,30.43,0.00,4.57
345,1/29/14 14:00:00,29.828,1.2,-0.204,0.006,392.,7.8,20.8,265.,25.36,27.9,-3.23,30.43,0.00,4.56
346,1/29/14 14:15:00,29.825,1.8,-0.204,0.006,367.,7.8,15.4,274.,25.30,27.1,-3.89,30.38,0.00,4.56
347,1/29/14 14:30:00,29.822,1.2,-0.204,0.006,336.,10.1,16.6,254.,24.39,25.4,-6.02,30.27,0.00,4.56
348,1/29/14 14:45:00,29.825,1.2,-0.204,0.006,304.,8.7,16.6,261.,25.09,25.3,-5.49,30.22,0.00,4.56
349,1/29/14 15:00:00,29.828,1.2,-0.204,0.006,271.,6.7,14.5,264.,25.25,25.8,-4.95,30.22,0.00,4.56
350,1/29/14 15:15:00,29.828,1.2,-0.204,0.006,236.,7.2,14.1,265.,25.30,25.3,-5.31,30.22,0.00,4.56
351,1/29/14 15:30:00,29.831,1.2,-0.204,0.006,198.,9.2,18.3,258.,24.71,25.0,-6.07,30.13,0.00,4.57
352,1/29/14 15:45:00,29.840,0.6,-0.204,0.006,162.,7.8,17.0,254.,24.76,25.1,-5.94,30.02,0.00,4.56
353,1/29/14 16:00:00,29.840,0.6,-0.204,0.006,103.,8.7,16.1,256.,24.12,24.8,-6.74,29.82,0.00,4.56
354,1/29/14 16:15:00,29.849,0.0,-0.204,0.006,22.,7.4,13.2,260.,23.68,25.3,-6.70,29.66,0.00,4.56
355,1/29/14 16:30:00,29.852,0.0,-0.204,0.006,16.,7.2,15.9,257.,23.41,26.1,-6.30,29.55,0.00,4.54
356,1/29/14 16:45:00,29.861,0.0,-0.204,0.006,6.,7.4,15.9,253.,22.96,26.7,-6.21,29.41,0.00,4.48
357,1/29/14 17:00:00,29.870,0.0,-0.204,0.006,1.,6.7,13.2,257.,22.86,27.2,-5.93,29.25,0.00,4.48
358,1/29/14 17:15:00,29.878,0.0,-0.204,0.006,1.,5.8,10.7,251.,22.59,28.0,-5.57,29.16,0.00,4.48
359,1/29/14 17:30:00,29.890,0.0,-0.204,0.006,1.,5.4,10.7,246.,22.14,28.9,-5.31,29.05,0.00,4.47
360,1/29/14 17:45:00,29.902,0.0,-0.204,0.006,1.,4.9,9.6,254.,22.08,29.9,-4.65,28.99,0.00,4.44
361,1/29/14 18:00:00,29.911,0.0,-0.204,0.006,1.,5.4,11.2,247.,21.79,30.4,-4.56,28.89,0.00,4.44
362,1/29/14 18:15:00,29.917,0.0,-0.204,0.006,1.,4.5,7.8,251.,21.74,30.9,-4.27,28.83,0.00,4.44
363,1/29/14 18:30:00,29.920,0.0,-0.204,0.006,1.,4.9,10.1,251.,21.74,31.8,-3.68,28.80,0.00,4.44
364,1/29/14 18:45:00,29.929,0.0,-0.204,0.006,1.,2.9,6.3,261.,21.02,32.8,-3.68,28.80,0.00,4.39
365,1/29/14 19:00:00,29.940,0.0,-0.204,0.006,1.,2.9,7.4,274.,20.95,33.5,-3.30,28.80,0.00,4.42
366,1/29/14 19:15:00,29.949,0.0,-0.204,0.006,1.,3.8,7.8,257.,20.84,34.0,-3.08,28.80,0.00,4.42
367,1/29/14 19:30:00,29.958,0.0,-0.204,0.006,1.,4.3,7.2,239.,20.79,34.0,-3.14,28.74,0.00,4.42
368,1/29/14 19:45:00,29.970,0.0,-0.204,0.006,1.,4.5,9.2,246.,20.44,34.6,-3.06,28.63,0.00,4.39
369,1/29/14 20:00:00,29.982,0.0,-0.204,0.006,1.,4.5,7.4,247.,20.21,35.3,-2.87,28.58,0.00,4.39
370,1/29/14 20:15:00,29.985,0.0,-0.204,0.006,1.,4.5,8.3,230.,20.10,36.1,-2.49,28.47,0.00,4.40
371,1/29/14 20:30:00,30.000,0.0,-0.204,0.006,1.,3.8,7.4,263.,19.71,36.0,-2.90,28.47,0.00,4.40
