"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"buff","buff","buff","buff","ALNINC_WM_9","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","QUERUB_WM_4","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","PRUPEN_SH_7","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","QUERUB_SH_4","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","AMECAN_SH_1","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","ALNINC_HF_2","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","ALNINC_HF_3","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","BETALL_HF_4","buff","buff","buff","buff","buff","AMECAN_GR_6","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","BETALL_HF_7","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","PRUPEN_GR_8","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","BETALL_GR_6","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","BETPAP_WM_4","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
"buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff","buff"
